proteinId	gotermId	goName	gotermType	goAcc
121310	2757	nucleus	cellular_component	GO:0005634
121310	1056	DNA binding	molecular_function	GO:0003677
121325	3218	electron transport	biological_process	GO:0006118
121325	2626	electron transporter activity	molecular_function	GO:0005489
121336	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
121336	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
121336	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
121336	8207	pyrophosphatase activity	molecular_function	GO:0016462
121336	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
121336	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
121336	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
121336	5336	DNA helicase IV activity	molecular_function	GO:0008722
121336	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
121336	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
121343	3591	ubiquitin-dependent protein catabolism	biological_process	GO:0006511
121343	2952	proteasome core complex (sensu Eukaryota)	cellular_component	GO:0005839
121343	1503	endopeptidase activity	molecular_function	GO:0004175
121343	1597	threonine endopeptidase activity	molecular_function	GO:0004298
121343	1598	proteasome endopeptidase activity	molecular_function	GO:0004299
121345	5118	transaminase activity	molecular_function	GO:0008483
121345	4804	metabolism	biological_process	GO:0008152
121345	3643	L-serine biosynthesis	biological_process	GO:0006564
121345	1917	phosphoserine transaminase activity	molecular_function	GO:0004648
121351	3077	carbohydrate metabolism	biological_process	GO:0005975
121351	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
121351	1833	alpha-glucosidase activity	molecular_function	GO:0004558
121355	8516	hydrolase activity	molecular_function	GO:0016787
121355	4804	metabolism	biological_process	GO:0008152
121355	3077	carbohydrate metabolism	biological_process	GO:0005975
121355	1170	catalytic activity	molecular_function	GO:0003824
121367	15955	hydrogen-transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
121367	15927	hydrogen-transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
121367	8214	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
121367	7796	ATP synthesis coupled proton transport	biological_process	GO:0015986
121367	2653	ATP binding	molecular_function	GO:0005524
121367	3826	ATP biosynthesis	biological_process	GO:0006754
121367	1276	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
121372	3503	protein biosynthesis	biological_process	GO:0006412
121372	2953	ribosome	cellular_component	GO:0005840
121372	2746	intracellular	cellular_component	GO:0005622
121372	1107	structural constituent of ribosome	molecular_function	GO:0003735
121374	8089	kinase activity	molecular_function	GO:0016301
121374	4804	metabolism	biological_process	GO:0008152
121374	2653	ATP binding	molecular_function	GO:0005524
121374	8097	phosphorylation	biological_process	GO:0016310
121374	5660	biosynthesis	biological_process	GO:0009058
121374	2855	cytoplasm	cellular_component	GO:0005737
121374	1782	mevalonate kinase activity	molecular_function	GO:0004496
121374	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
121381	2653	ATP binding	molecular_function	GO:0005524
121381	1056	DNA binding	molecular_function	GO:0003677
121381	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
121381	1683	helicase activity	molecular_function	GO:0004386
121381	1055	nucleic acid binding	molecular_function	GO:0003676
121381	8306	protein ubiquitination	biological_process	GO:0016567
121381	4913	zinc ion binding	molecular_function	GO:0008270
121381	2103	ubiquitin-protein ligase activity	molecular_function	GO:0004842
121381	143	ubiquitin ligase complex	cellular_component	GO:0000151
121381	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
121381	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
121381	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
121381	13179	ATPase activity, coupled	molecular_function	GO:0042623
121381	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
121381	8614	ATPase activity	molecular_function	GO:0016887
121381	7435	DNA translocase activity	molecular_function	GO:0015616
121381	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
121381	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
121381	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
121381	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
121381	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
121397	7826	membrane	cellular_component	GO:0016020
121397	7273	protein translocase activity	molecular_function	GO:0015450
121397	5901	protein secretion	biological_process	GO:0009306
121405	6037	gamma-aminobutyric acid metabolism	biological_process	GO:0009448
121405	1213	4-aminobutyrate transaminase activity	molecular_function	GO:0003867
121405	10986	pyridoxal phosphate binding	molecular_function	GO:0030170
121405	5118	transaminase activity	molecular_function	GO:0008483
121408	3503	protein biosynthesis	biological_process	GO:0006412
121408	2953	ribosome	cellular_component	GO:0005840
121408	2746	intracellular	cellular_component	GO:0005622
121408	1107	structural constituent of ribosome	molecular_function	GO:0003735
121412	4913	zinc ion binding	molecular_function	GO:0008270
121412	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121412	2757	nucleus	cellular_component	GO:0005634
121412	1076	transcription factor activity	molecular_function	GO:0003700
121412	3444	transcription	biological_process	GO:0006350
121412	1056	DNA binding	molecular_function	GO:0003677
121417	4201	cell adhesion	biological_process	GO:0007155
121418	1170	catalytic activity	molecular_function	GO:0003824
121420	3514	glutamyl-tRNA aminoacylation	biological_process	GO:0006424
121420	2653	ATP binding	molecular_function	GO:0005524
121420	2080	glutamate-tRNA ligase activity	molecular_function	GO:0004818
121420	3508	tRNA aminoacylation for protein translation	biological_process	GO:0006418
121420	2074	tRNA ligase activity	molecular_function	GO:0004812
121420	2855	cytoplasm	cellular_component	GO:0005737
121420	5927	glutamate-tRNA ligase complex	cellular_component	GO:0009332
121436	18700	protein insertion into membrane	biological_process	GO:0051205
121436	7827	integral to membrane	cellular_component	GO:0016021
121441	7827	integral to membrane	cellular_component	GO:0016021
121441	3879	transport	biological_process	GO:0006810
121441	2450	transporter activity	molecular_function	GO:0005215
121449	1713	imidazoleglycerol-phosphate dehydratase activity	molecular_function	GO:0004424
121449	102	histidine biosynthesis	biological_process	GO:0000105
121453	4913	zinc ion binding	molecular_function	GO:0008270
121453	4883	metallopeptidase activity	molecular_function	GO:0008237
121453	3588	proteolysis and peptidolysis	biological_process	GO:0006508
121464	3625	glycine catabolism	biological_process	GO:0006546
121464	3062	glycine cleavage complex	cellular_component	GO:0005960
121464	1671	glycine cleavage system	molecular_function	GO:0004374
121464	1378	aminomethyltransferase activity	molecular_function	GO:0004047
121468	3489	mRNA processing	biological_process	GO:0006397
121468	2850	small nucleolar ribonucleoprotein complex	cellular_component	GO:0005732
121468	2757	nucleus	cellular_component	GO:0005634
121468	11325	ribonucleoprotein complex	cellular_component	GO:0030529
121469	3503	protein biosynthesis	biological_process	GO:0006412
121469	2953	ribosome	cellular_component	GO:0005840
121469	2746	intracellular	cellular_component	GO:0005622
121469	1107	structural constituent of ribosome	molecular_function	GO:0003735
121474	4913	zinc ion binding	molecular_function	GO:0008270
121474	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121474	2757	nucleus	cellular_component	GO:0005634
121474	1076	transcription factor activity	molecular_function	GO:0003700
121478	8235	oxidoreductase activity	molecular_function	GO:0016491
121478	4804	metabolism	biological_process	GO:0008152
121478	18835	regulation of oxidoreductase activity	biological_process	GO:0051341
121482	7826	membrane	cellular_component	GO:0016020
121482	5260	carbohydrate transport	biological_process	GO:0008643
121482	2553	sugar porter activity	molecular_function	GO:0005351
121482	7827	integral to membrane	cellular_component	GO:0016021
121482	3879	transport	biological_process	GO:0006810
121482	2450	transporter activity	molecular_function	GO:0005215
121482	5345	L-arabinose isomerase activity	molecular_function	GO:0008733
121486	7826	membrane	cellular_component	GO:0016020
121486	3929	amino acid transport	biological_process	GO:0006865
121486	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
121491	5660	biosynthesis	biological_process	GO:0009058
121495	3588	proteolysis and peptidolysis	biological_process	GO:0006508
121495	1591	subtilase activity	molecular_function	GO:0004289
121495	13641	negative regulation of enzyme activity	biological_process	GO:0043086
121495	13357	protein self binding	molecular_function	GO:0042802
121495	8536	proprotein convertase activity	molecular_function	GO:0016808
121495	5594	serine-type signal peptidase activity	molecular_function	GO:0008991
121495	4889	plasminogen activator activity	molecular_function	GO:0008243
121495	4786	pancreatic elastase activity	molecular_function	GO:0008132
121495	1573	serine-type endopeptidase activity	molecular_function	GO:0004252
121498	5270	phospholipid biosynthesis	biological_process	GO:0008654
121498	1879	phosphatidylserine decarboxylase activity	molecular_function	GO:0004609
121500	8516	hydrolase activity	molecular_function	GO:0016787
121504	13320	GPI-anchor transamidase complex	cellular_component	GO:0042765
121504	7827	integral to membrane	cellular_component	GO:0016021
121506	7827	integral to membrane	cellular_component	GO:0016021
121506	4231	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
121506	680	rhodopsin-like receptor activity	molecular_function	GO:0001584
121506	2653	ATP binding	molecular_function	GO:0005524
121506	1056	DNA binding	molecular_function	GO:0003677
121506	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
121506	1683	helicase activity	molecular_function	GO:0004386
121506	1055	nucleic acid binding	molecular_function	GO:0003676
121506	7826	membrane	cellular_component	GO:0016020
121506	3879	transport	biological_process	GO:0006810
121506	2625	binding	molecular_function	GO:0005488
121506	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
121506	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
121506	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
121506	8207	pyrophosphatase activity	molecular_function	GO:0016462
121506	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
121506	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
121506	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
121506	5336	DNA helicase IV activity	molecular_function	GO:0008722
121506	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
121506	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
121516	4055	chromosome organization and biogenesis (sensu Eukaryota)	biological_process	GO:0007001
121516	3429	nucleosome assembly	biological_process	GO:0006334
121516	2757	nucleus	cellular_component	GO:0005634
121516	1056	DNA binding	molecular_function	GO:0003677
121516	481	nucleosome	cellular_component	GO:0000786
121522	4055	chromosome organization and biogenesis (sensu Eukaryota)	biological_process	GO:0007001
121522	3429	nucleosome assembly	biological_process	GO:0006334
121522	2757	nucleus	cellular_component	GO:0005634
121522	1056	DNA binding	molecular_function	GO:0003677
121522	481	nucleosome	cellular_component	GO:0000786
121529	7826	membrane	cellular_component	GO:0016020
121529	3879	transport	biological_process	GO:0006810
121529	2625	binding	molecular_function	GO:0005488
121529	2860	mitochondrial inner membrane	cellular_component	GO:0005743
121529	2450	transporter activity	molecular_function	GO:0005215
121534	2003	pyruvate decarboxylase activity	molecular_function	GO:0004737
121539	3551	protein amino acid phosphorylation	biological_process	GO:0006468
121539	2653	ATP binding	molecular_function	GO:0005524
121539	1939	protein kinase activity	molecular_function	GO:0004672
121539	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
121539	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
121539	1973	MAP kinase activity	molecular_function	GO:0004707
121544	4738	N-acetyltransferase activity	molecular_function	GO:0008080
121544	15935	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
121544	10529	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
121544	10528	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
121544	10527	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
121544	10016	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
121544	9940	myristoyltransferase activity	molecular_function	GO:0019107
121544	9939	N-palmitoyltransferase activity	molecular_function	GO:0019105
121544	9561	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
121544	9560	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
121544	9559	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
121544	8925	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
121544	8924	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
121544	8483	O-sinapoyltransferase activity	molecular_function	GO:0016753
121544	8482	sinapoyltransferase activity	molecular_function	GO:0016752
121544	8481	S-succinyltransferase activity	molecular_function	GO:0016751
121544	8480	O-succinyltransferase activity	molecular_function	GO:0016750
121544	8479	N-succinyltransferase activity	molecular_function	GO:0016749
121544	8478	succinyltransferase activity	molecular_function	GO:0016748
121544	8477	transferase activity, transferring groups other than amino-acyl groups	molecular_function	GO:0016747
121544	8199	C-palmitoyltransferase activity	molecular_function	GO:0016454
121544	8167	malonyltransferase activity	molecular_function	GO:0016420
121544	8166	S-malonyltransferase activity	molecular_function	GO:0016419
121544	8165	S-acetyltransferase activity	molecular_function	GO:0016418
121544	8164	S-acyltransferase activity	molecular_function	GO:0016417
121544	8163	O-palmitoyltransferase activity	molecular_function	GO:0016416
121544	8162	octanoyltransferase activity	molecular_function	GO:0016415
121544	8161	O-octanoyltransferase activity	molecular_function	GO:0016414
121544	8160	O-acetyltransferase activity	molecular_function	GO:0016413
121544	8159	serine O-acyltransferase activity	molecular_function	GO:0016412
121544	8158	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
121544	8157	N-acyltransferase activity	molecular_function	GO:0016410
121544	8156	palmitoyltransferase activity	molecular_function	GO:0016409
121544	8155	C-acyltransferase activity	molecular_function	GO:0016408
121544	8154	acetyltransferase activity	molecular_function	GO:0016407
121544	8153	carnitine O-acyltransferase activity	molecular_function	GO:0016406
121544	5557	palmitoleoyl [acyl-carrier protein]-dependent acyltransferase activity	molecular_function	GO:0008951
121544	5053	acyltransferase activity	molecular_function	GO:0008415
121544	5013	O-acyltransferase activity	molecular_function	GO:0008374
121544	1695	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
121544	1694	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
121544	1475	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
121546	3707	lipid metabolism	biological_process	GO:0006629
121546	1877	phosphatidylcholine-sterol O-acyltransferase activity	molecular_function	GO:0004607
121546	15031	phospholipid:diacylglycerol acyltransferase activity	molecular_function	GO:0046027
121550	5270	phospholipid biosynthesis	biological_process	GO:0008654
121550	3732	phosphatidylcholine biosynthesis	biological_process	GO:0006656
121550	1228	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	molecular_function	GO:0003882
121569	3533	regulation of translational initiation	biological_process	GO:0006446
121569	1108	translation initiation factor activity	molecular_function	GO:0003743
121573	3366	DNA replication, synthesis of RNA primer	biological_process	GO:0006269
121573	1241	DNA primase activity	molecular_function	GO:0003896
121573	8805	UTP-galactose-1-phosphate uridylyltransferase activity	molecular_function	GO:0017103
121573	8508	nucleotidyltransferase activity	molecular_function	GO:0016779
121573	5511	mannose-phosphate guanylyltransferase activity	molecular_function	GO:0008905
121573	5337	DNA polymerase V activity	molecular_function	GO:0008723
121573	4841	tRNA guanylyltransferase activity	molecular_function	GO:0008193
121573	4840	RNA guanylyltransferase activity	molecular_function	GO:0008192
121573	2041	sulfate adenylyltransferase activity	molecular_function	GO:0004779
121573	1097	RNA helicase activity	molecular_function	GO:0003724
121573	1094	telomerase activity	molecular_function	GO:0003720
121579	8708	cell wall catabolism	biological_process	GO:0016998
121582	3503	protein biosynthesis	biological_process	GO:0006412
121582	2953	ribosome	cellular_component	GO:0005840
121582	2746	intracellular	cellular_component	GO:0005622
121582	1107	structural constituent of ribosome	molecular_function	GO:0003735
121582	7745	small ribosomal subunit	cellular_component	GO:0015935
121584	4913	zinc ion binding	molecular_function	GO:0008270
121584	2757	nucleus	cellular_component	GO:0005634
121584	1055	nucleic acid binding	molecular_function	GO:0003676
121593	7827	integral to membrane	cellular_component	GO:0016021
121602	4913	zinc ion binding	molecular_function	GO:0008270
121602	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121602	2757	nucleus	cellular_component	GO:0005634
121602	1076	transcription factor activity	molecular_function	GO:0003700
121602	3444	transcription	biological_process	GO:0006350
121602	1056	DNA binding	molecular_function	GO:0003677
121606	9052	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
121606	8608	acid-amino acid ligase activity	molecular_function	GO:0016881
121606	5376	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
121608	7827	integral to membrane	cellular_component	GO:0016021
121608	3879	transport	biological_process	GO:0006810
121608	2450	transporter activity	molecular_function	GO:0005215
121610	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
121610	4913	zinc ion binding	molecular_function	GO:0008270
121610	4883	metallopeptidase activity	molecular_function	GO:0008237
121610	3588	proteolysis and peptidolysis	biological_process	GO:0006508
121610	8090	phosphatidylinositol 3-kinase activity	molecular_function	GO:0016303
121610	6908	phosphatidylinositol 3-kinase, class I, regulator activity	molecular_function	GO:0015073
121610	6907	phosphatidylinositol 3-kinase, class I, catalyst activity	molecular_function	GO:0015072
121610	1718	1-phosphatidylinositol 3-kinase	molecular_function	GO:0004429
121629	8235	oxidoreductase activity	molecular_function	GO:0016491
121629	3218	electron transport	biological_process	GO:0006118
121629	1331	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
121629	9942	acyl-CoA reductase activity	molecular_function	GO:0019109
121629	8801	very-long-chain-acyl-CoA dehydrogenase activity	molecular_function	GO:0017099
121629	8659	short-branched-chain-acyl-CoA dehydrogenase activity	molecular_function	GO:0016937
121652	13995	cellular protein metabolism	biological_process	GO:0044267
121652	2653	ATP binding	molecular_function	GO:0005524
121652	2644	protein binding	molecular_function	GO:0005515
121654	3488	RNA processing	biological_process	GO:0006396
121654	2746	intracellular	cellular_component	GO:0005622
121656	1055	nucleic acid binding	molecular_function	GO:0003676
121661	3114	galactose metabolism	biological_process	GO:0006012
121661	1366	aldose 1-epimerase activity	molecular_function	GO:0004034
121664	8558	carboxy-lyase activity	molecular_function	GO:0016831
121664	3599	amino acid metabolism	biological_process	GO:0006520
121664	1648	glutamate decarboxylase activity	molecular_function	GO:0004351
121670	1606	exo-alpha-sialidase activity	molecular_function	GO:0004308
121682	4913	zinc ion binding	molecular_function	GO:0008270
121682	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121682	2757	nucleus	cellular_component	GO:0005634
121682	1076	transcription factor activity	molecular_function	GO:0003700
121684	3551	protein amino acid phosphorylation	biological_process	GO:0006468
121684	2653	ATP binding	molecular_function	GO:0005524
121684	1939	protein kinase activity	molecular_function	GO:0004672
121684	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
121684	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
121686	3642	L-serine metabolism	biological_process	GO:0006563
121686	3623	glycine metabolism	biological_process	GO:0006544
121686	1669	glycine hydroxymethyltransferase activity	molecular_function	GO:0004372
121689	1636	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
121693	8573	carbon-sulfur lyase activity	molecular_function	GO:0016846
121693	4804	metabolism	biological_process	GO:0008152
121702	1245	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
121702	1244	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
121702	1243	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
121702	1242	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
121706	5660	biosynthesis	biological_process	GO:0009058
121706	5675	aromatic amino acid family biosynthesis	biological_process	GO:0009073
121706	1195	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	GO:0003849
121725	1055	nucleic acid binding	molecular_function	GO:0003676
121733	7826	membrane	cellular_component	GO:0016020
121733	18109	delta14-sterol reductase activity	molecular_function	GO:0050613
121735	3077	carbohydrate metabolism	biological_process	GO:0005975
121735	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
121735	5060	beta-glucosidase activity	molecular_function	GO:0008422
121741	3503	protein biosynthesis	biological_process	GO:0006412
121741	2953	ribosome	cellular_component	GO:0005840
121741	2746	intracellular	cellular_component	GO:0005622
121741	1107	structural constituent of ribosome	molecular_function	GO:0003735
121743	7826	membrane	cellular_component	GO:0016020
121743	3879	transport	biological_process	GO:0006810
121743	2625	binding	molecular_function	GO:0005488
121743	2860	mitochondrial inner membrane	cellular_component	GO:0005743
121750	9052	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
121750	8608	acid-amino acid ligase activity	molecular_function	GO:0016881
121750	5376	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
121754	18577	unfolded protein binding	molecular_function	GO:0051082
121754	11858	heat shock protein binding	molecular_function	GO:0031072
121754	3540	protein folding	biological_process	GO:0006457
121757	4913	zinc ion binding	molecular_function	GO:0008270
121757	2757	nucleus	cellular_component	GO:0005634
121757	1055	nucleic acid binding	molecular_function	GO:0003676
121777	2641	calcium ion binding	molecular_function	GO:0005509
121789	4804	metabolism	biological_process	GO:0008152
121789	2069	triose-phosphate isomerase activity	molecular_function	GO:0004807
121794	4913	zinc ion binding	molecular_function	GO:0008270
121794	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121794	2757	nucleus	cellular_component	GO:0005634
121794	1076	transcription factor activity	molecular_function	GO:0003700
121794	3444	transcription	biological_process	GO:0006350
121794	1056	DNA binding	molecular_function	GO:0003677
121800	7826	membrane	cellular_component	GO:0016020
121804	3503	protein biosynthesis	biological_process	GO:0006412
121804	2953	ribosome	cellular_component	GO:0005840
121804	2746	intracellular	cellular_component	GO:0005622
121804	1107	structural constituent of ribosome	molecular_function	GO:0003735
121814	5118	transaminase activity	molecular_function	GO:0008483
121814	4804	metabolism	biological_process	GO:0008152
121814	5090	alanine-glyoxylate transaminase activity	molecular_function	GO:0008453
121818	1245	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
121818	1244	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
121818	1243	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
121818	1242	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
121820	18577	unfolded protein binding	molecular_function	GO:0051082
121820	11858	heat shock protein binding	molecular_function	GO:0031072
121820	3540	protein folding	biological_process	GO:0006457
121820	5688	methionine biosynthesis	biological_process	GO:0009086
121820	1217	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
121824	4804	metabolism	biological_process	GO:0008152
121824	1170	catalytic activity	molecular_function	GO:0003824
121824	1224	ATP citrate synthase activity	molecular_function	GO:0003878
121826	1224	ATP citrate synthase activity	molecular_function	GO:0003878
121834	7826	membrane	cellular_component	GO:0016020
121834	3879	transport	biological_process	GO:0006810
121834	2625	binding	molecular_function	GO:0005488
121834	2860	mitochondrial inner membrane	cellular_component	GO:0005743
121834	2450	transporter activity	molecular_function	GO:0005215
121837	3503	protein biosynthesis	biological_process	GO:0006412
121837	2953	ribosome	cellular_component	GO:0005840
121837	2746	intracellular	cellular_component	GO:0005622
121837	1107	structural constituent of ribosome	molecular_function	GO:0003735
121837	7745	small ribosomal subunit	cellular_component	GO:0015935
121839	2653	ATP binding	molecular_function	GO:0005524
121850	7826	membrane	cellular_component	GO:0016020
121850	5260	carbohydrate transport	biological_process	GO:0008643
121850	2553	sugar porter activity	molecular_function	GO:0005351
121850	7827	integral to membrane	cellular_component	GO:0016021
121850	3879	transport	biological_process	GO:0006810
121850	2450	transporter activity	molecular_function	GO:0005215
121850	5345	L-arabinose isomerase activity	molecular_function	GO:0008733
121856	5674	aromatic amino acid family metabolism	biological_process	GO:0009072
121856	1214	4-hydroxyphenylpyruvate dioxygenase activity	molecular_function	GO:0003868
121864	9052	ribosomal S6-glutamic acid ligase activity	molecular_function	GO:0018169
121864	8608	acid-amino acid ligase activity	molecular_function	GO:0016881
121864	5376	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity	molecular_function	GO:0008766
121868	4804	metabolism	biological_process	GO:0008152
121868	1170	catalytic activity	molecular_function	GO:0003824
121868	10782	sigma DNA polymerase activity	molecular_function	GO:0019984
121868	8197	theta DNA polymerase activity	molecular_function	GO:0016452
121868	8196	nu DNA polymerase activity	molecular_function	GO:0016451
121868	8195	kappa DNA polymerase activity	molecular_function	GO:0016450
121868	8194	lambda DNA polymerase activity	molecular_function	GO:0016449
121868	8193	mu DNA polymerase activity	molecular_function	GO:0016448
121868	7809	iota DNA polymerase activity	molecular_function	GO:0016000
121868	7808	eta DNA polymerase activity	molecular_function	GO:0015999
121868	1240	gamma DNA-directed DNA polymerase activity	molecular_function	GO:0003895
121868	1239	zeta DNA polymerase activity	molecular_function	GO:0003894
121868	1238	epsilon DNA polymerase activity	molecular_function	GO:0003893
121868	1236	delta DNA polymerase activity	molecular_function	GO:0003891
121868	1235	beta DNA polymerase activity	molecular_function	GO:0003890
121868	1234	alpha DNA polymerase activity	molecular_function	GO:0003889
121868	1233	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
121875	4913	zinc ion binding	molecular_function	GO:0008270
121875	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121875	2757	nucleus	cellular_component	GO:0005634
121875	1076	transcription factor activity	molecular_function	GO:0003700
121877	1170	catalytic activity	molecular_function	GO:0003824
121877	7826	membrane	cellular_component	GO:0016020
121877	6221	response to toxin	biological_process	GO:0009636
121877	2907	microsome	cellular_component	GO:0005792
121877	1600	epoxide hydrolase activity	molecular_function	GO:0004301
121878	3503	protein biosynthesis	biological_process	GO:0006412
121878	2953	ribosome	cellular_component	GO:0005840
121878	2746	intracellular	cellular_component	GO:0005622
121878	1107	structural constituent of ribosome	molecular_function	GO:0003735
121889	8306	protein ubiquitination	biological_process	GO:0016567
121889	4913	zinc ion binding	molecular_function	GO:0008270
121889	2103	ubiquitin-protein ligase activity	molecular_function	GO:0004842
121889	143	ubiquitin ligase complex	cellular_component	GO:0000151
121889	1606	exo-alpha-sialidase activity	molecular_function	GO:0004308
121890	3588	proteolysis and peptidolysis	biological_process	GO:0006508
121890	1549	metalloendopeptidase activity	molecular_function	GO:0004222
121890	8789	mitochondrial processing peptidase complex	cellular_component	GO:0017087
121890	1561	mitochondrial processing peptidase activity	molecular_function	GO:0004240
121894	4913	zinc ion binding	molecular_function	GO:0008270
121894	3449	regulation of transcription, DNA-dependent	biological_process	GO:0006355
121894	2757	nucleus	cellular_component	GO:0005634
121894	1076	transcription factor activity	molecular_function	GO:0003700
121894	3444	transcription	biological_process	GO:0006350
121894	1056	DNA binding	molecular_function	GO:0003677
121901	3504	translational initiation	biological_process	GO:0006413
121901	2964	eukaryotic translation initiation factor 3 complex	cellular_component	GO:0005852
121901	1108	translation initiation factor activity	molecular_function	GO:0003743
121903	2680	molecular function unknown	molecular_function	GO:0005554
121904	3588	proteolysis and peptidolysis	biological_process	GO:0006508
121904	1525	cysteine-type endopeptidase activity	molecular_function	GO:0004197
121904	3503	protein biosynthesis	biological_process	GO:0006412
121904	2953	ribosome	cellular_component	GO:0005840
121904	2746	intracellular	cellular_component	GO:0005622
121904	1107	structural constituent of ribosome	molecular_function	GO:0003735
121904	11324	transcription regulator activity	molecular_function	GO:0030528
121904	7744	large ribosomal subunit	cellular_component	GO:0015934
121906	3503	protein biosynthesis	biological_process	GO:0006412
